abcnews.306755	pr01	Warren plans to take a 'hard look' at running for president	﻿Warren planira „dobro razmisliti” o kandidaturi na predsjedničkim izborima
review_cell-phones+accessories_57_5	pr04	The "rubberized" cover feels a little greasy (like it was armor-all'd), but the design is gorgeous and a little 3D looking!	„Gumenasta” maska daje pomalo mastan osjećaj pod prstima (kao da je pošpricana zaštitnim sprejem), ali dizajn je predivan i izgleda pomalo 3D!
review_cell-phones+accessories_64_2	pr04	Loved it at first	﻿Isprva mi se svidjela
review_cell-phones+accessories_64_2	pr04	I loved the case when I first received it but shortly after, the case started to peel off at first i did not know what it was until i looked on the back of the case and it was missing spots.	Maska mi se svidjela kad sam je tek dobila, ali uskoro se počela ljuštiti i nisam znala što se događa dok nisam pogledala stražnju stranu maske na kojoj su nedostajali dijelovi.
review_cell-phones+accessories_64_2	pr04	Guess sometimes a good deal is not really a good deal.would not purchase.	Valjda dobra ponuda ponekad i nije dobra ponuda.ne bih je kupila.
review_grocery+gourmet-food_11_5	pr01	Amazing!	﻿Odlično!
review_grocery+gourmet-food_11_5	pr01	I ordered these in Summer so they of course arrived melted, a trip the freezer made them awesome again though.	Naručila sam ih po ljeti, pa su, naravno, stigle rastopljene, ali ponovno su postale sjajne nakon što sam ih stavila u hladnjak.
review_grocery+gourmet-food_11_5	pr01	Just order them in cooler times of the year and you should get them in good condition.I love these so much more than the regular chocolate Kit-Kat bars.	Samo ih naručite u hladnije doba godine i trebali biste ih dobiti u dobrom stanju. Volim ih mnogo više od običnih čokoladnih pločica Kit-Kat.
review_grocery+gourmet-food_11_5	pr01	I hope some day to see them on store shelves in the US some day.	Nadam se da ću ih jednog dana vidjeti na policama trgovina u SAD-u.
review_grocery+gourmet-food_13_5	pr02	Thank goodness they are expensive	﻿Hvala Bogu što su skupi
review_grocery+gourmet-food_13_5	pr02	Yes - this is one of the most expensive candies around, because it only comes imported.	Da – ovi su slatkiši među najskupljima jer stižu samo iz uvoza.
review_grocery+gourmet-food_13_5	pr02	But my goodness - are these ever good.	Ali moj Bože, kako su dobri.
review_grocery+gourmet-food_13_5	pr02	The KitKat folks could really clean up if they started selling these in the US.	Ekipa iz KitKata mogla bi dobro zaraditi kad bi počela prodavati ove slatkiše u SAD-u.
review_grocery+gourmet-food_13_5	pr02	Once you try them you can't wait for more.	Jednom kad ih probate, ne možete dočekati još.
review_grocery+gourmet-food_13_5	pr02	So yummy and delivered quickly and fresh.	Vrlo su ukusni i dopremaju se brzo i svježi.
review_grocery+gourmet-food_147_2	pr03	Cinnamon Licorice powder	﻿Prah od cimeta i sladića
review_grocery+gourmet-food_147_2	pr03	this stuff is a poor example of an authentic 5-spice powder which I paid $1.5 for 4oz locally, despite the fact that other Dynasty products are useful such as their Satay sauce.	Ovo je loš primjer autentičnog praha od 5 začina koji sam u lokalnoj trgovini platio 1,5 dolara za 115 grama, unatoč činjenici da su ostali Dynasty proizvodi korisni, primjerice njihov Satay umak.
review_grocery+gourmet-food_147_2	pr03	I live walking distance to Flushing Queens, and have a good idea what it's supposed to taste like from authentic Asian cooking sold nearby.	Živim blizu Flushing Queensa i imam dobru ideju o tome kakav bi okus trebao imati zbog autentične azijske hrane koja se prodaje u blizini.
review_grocery+gourmet-food_147_2	pr03	If you want to go cheap off Amazon, you are better off withFrontier Five Spice Powder, 1.92-Ounce Bottle.	Ako želite uštedjeti i kupovati na Amazonu, bolje vam je uzeti bočicu Frontier praha od pet začina po cijeni od 1,92 dolara za 30 grama.
review_grocery+gourmet-food_147_2	pr03	BTW "star anise" or "aniseed" is already a licorice flavor, so to add even more licorice to this bottle was foolish.	Usput, „zvjezdasti anis” ili „anis” već ima okus sladića, pa je dodavanje još više sladića u ovu bočicu bilo glupo.
review_grocery+gourmet-food_16_4	pr03	Not enough Matcha tea flavor for me ... (=_=)	﻿Ne osjetim dovoljno okus matcha čaja... (=_=)
review_grocery+gourmet-food_16_4	pr03	I tried this for the first time today and it is delicious but I don't quite taste the Matcha flavor as you would in like say a Green Tea ice cream.	Danas sam ovo prvi put probala i ukusno je, ali okus matche ne osjeti se onako kako bi se recimo osjetio u sladoledu od zelenog čaja.
review_grocery+gourmet-food_16_4	pr03	To me it tasted like white chocolate with a grainy texture which I'm guessing is the Matcha tea powder.	Meni je to imalo okus bijele čokolade sa zrnatom teksturom, to je valjda od matcha praha.
review_grocery+gourmet-food_16_4	pr03	I think my favorite KitKat flavor mix is the Mocha.	Mislim da je Mocha moja omiljena mješavina KitKat okusa.
review_grocery+gourmet-food_167_2	pr03	Painful cramps with this......	﻿Bolni grčevi nakon čaja...
review_grocery+gourmet-food_167_2	pr03	Mother and I started drinking this back in the 1980's.	Majka i ja počele smo piti ovaj čaj u 1980-ima.
review_grocery+gourmet-food_167_2	pr03	I stopped because it was causing me too much pain, slightly worse than menstrual cramps.	Prestala sam jer mi je uzrokovao previše boli, malo gore od menstrualnih grčeva.
review_grocery+gourmet-food_167_2	pr03	The herbs in this tea are strong.	Biljke u ovom čaju su jake.
review_grocery+gourmet-food_167_2	pr03	I think I read somewhere where the Senna in this stimulates the bowels to contract.	Mislim da sam negdje pročitala da sena u ovom čaju potiče grčeve u crijevima.
review_grocery+gourmet-food_167_2	pr03	This isn't really a weight loss product but more a laxative.	Ovo zapravo nije proizvod za mršavljenje, nego laksativ.
review_grocery+gourmet-food_175_2	pr04	Flavorless and not that strong	﻿Bezokusno i preslabo
review_grocery+gourmet-food_175_2	pr04	This brand of tea felt stronger in the past.	Ova marka čaja prije je bila intenzivnijeg okusa.
review_grocery+gourmet-food_175_2	pr04	Now it feels more ordinary.Relative to other teas I have consumed, this one has no flavor whatsoever.	Sada se čini običniji.U usporedbi s drugim čajevima koje sam pio, ovaj uopće nema okusa.
review_grocery+gourmet-food_175_2	pr04	It is not even Organic, but that's okay as it was never advertised as such.I will not be buying it again.	Nije ni iz ekološkog uzgoja, ali nema veze jer se ni ne oglašava kao da je.Neću ga ponovno kupiti.
review_grocery+gourmet-food_18_5	pr04	Great flavor	﻿Odličan okus
review_grocery+gourmet-food_18_5	pr04	I've purchased different curries in the grocery store and was never completely happy with the flavor.	Kupovala sam različite karije u dućanu i nikad nisam bila potpuno zadovoljna okusom.
review_grocery+gourmet-food_18_5	pr04	I read a recipe that recommended this brand and after using it I can see why they recommend this specific brand.	Pročitala sam recept u kojem je bila preporučena ova marka i nakon što sam je isprobala jasno mi je zašto preporučuju baš tu marku.
review_grocery+gourmet-food_18_5	pr04	Great flavor - I purchased all 3 - Green, Red, and Yellow curry paste and have enjoyed all 3 types.	Odličan okus – kupila sam sve tri – zelenu, crvenu i žutu kari pastu i sve 3 vrste su mi ukusne.
review_grocery+gourmet-food_20_4	pr04	Tastes great!	﻿Odličan okus!
review_grocery+gourmet-food_20_4	pr04	I started a new diet restricting all added sugars.	Krenula sam na novu dijetu bez svih dodanih šećera.
review_grocery+gourmet-food_20_4	pr04	This was one of the only brands I could find that didn't have sugar added into the ingredients.	Ovo je jedna od samo nekoliko marki koje sam uspjela pronaći koje među sastojcima nemaju dodani šećer.
review_grocery+gourmet-food_20_4	pr04	And it tastes great to boot!	Osim toga, i okus je odličan!
review_grocery+gourmet-food_20_4	pr04	I'm not sure I could finish this whole tub before it goes off though.	Međutim, nisam sigurna mogu li potrošiti cijelo pakiranje prije nego što mu istekne rok.
review_grocery+gourmet-food_20_4	pr04	How long does it last?	Koliki je rok trajanja?
review_grocery+gourmet-food_340_1	pr01	So this is what French coffee tastes like???  Don't believe it!!!	﻿Znači, ovakav okus ima francuska kava???  Nemojte u to vjerovati!!!
review_grocery+gourmet-food_340_1	pr01	Perhaps the best coffee is in the US if this is any example.	Ako ćemo suditi prema ovome, možda SAD ima najbolju kavu.
review_grocery+gourmet-food_340_1	pr01	Not really fond of chickory but felt it was worth the try.	Nisam baš ljubitelj cikorije, ali mislio sam da ovo vrijedi probati.
review_grocery+gourmet-food_340_1	pr01	Doesn't taste like coffee to me - but maybe should be called something else - something weak and not flavorful.	Meni nema okus po kavi, pa bi se možda trebalo drugačije zvati, kao nešto slabo i bezukusno.
review_grocery+gourmet-food_355_1	pr01	taste is awful	﻿užasnog je okusa
review_grocery+gourmet-food_355_1	pr01	When I was incarcerated in a Mexican prison, this was the only drink in the joint.	Dok sam služio kaznu u meksičkom zatvoru, ovo je bilo jedino piće koje su imali.
review_grocery+gourmet-food_355_1	pr01	We had to fix it with goat's milk and heat it over an open flame in the yard.	Morali smo ga miješati s kozjim mlijekom i grijati ga na otvorenoj vatri u dvorištu.
review_grocery+gourmet-food_355_1	pr01	The taste is awful.	Okus je užasan.
review_grocery+gourmet-food_355_1	pr01	It's not pleasing like the thick, hot Chocolate found in Madrid.	Nije ugodan poput okusa guste vruće čokolade kakvu imaju u Madridu.
review_grocery+gourmet-food_356_1	pr01	taste is awful	﻿užasnog je okusa
review_grocery+gourmet-food_356_1	pr01	When I was incarcerated in a Mexican prison, this was the only drink in the joint.	Dok sam služio kaznu u meksičkom zatvoru, ovo je bilo jedino piće koje su imali.
review_grocery+gourmet-food_356_1	pr01	We had to fix it with goat's milk and heat it over an open flame in the yard.	Morali smo ga miješati s kozjim mlijekom i grijati ga na otvorenoj vatri u dvorištu.
review_grocery+gourmet-food_356_1	pr01	The taste is awful.	Okus je užasan.
review_grocery+gourmet-food_356_1	pr01	It's not pleasing like the thick, hot Chocolate found in Madrid.	Nije ugodan poput okusa guste vruće čokolade kakvu imaju u Madridu.
review_grocery+gourmet-food_399_2	pr02	Great sauce....if you have nothing else.	﻿Odličan umak... ako nemate ništa drugo pri ruci.
review_grocery+gourmet-food_399_2	pr02	Low quality and low flavor hot sauce....not all that hot either.If you need some hot sauce and have nothing else around, then this will do, but that there are so many other choices, this is the worst choice to make.	Ljuti umak niske kvalitete i slabog okusa... nije baš ni ljut. Ako trebate ljuti umak i nemate nikakav drugi, onda će poslužiti, ali od svih mogućnosti koje postoje ovo je najgori mogući odabir.
review_grocery+gourmet-food_399_2	pr02	Even regular tobasco sauce is much much better.I can only describe it as being similar to watery taco bell sauce.I would recommend Frontera Hot Sauce, Tobasco, or Cholula Hot sauce over this.	Čak je i najobičniji tabasco umak mnogo, mnogo bolji. Mogu ga opisati jedino kao nešto slično vodenastom umaku iz Taco Bella. Prije bih preporučio ljute umake Frontera, Tabasco ili Cholula nego ovaj.
review_grocery+gourmet-food_8_5	pr02	So Delicious!!	﻿Tako ukusno!!
review_grocery+gourmet-food_8_5	pr02	Creamy white chocolate infused with Matcha green tea surrounding layers of wafers.	Kremasta bijela čokolada sa zelenim matcha čajem obavija slojeve vafla.
review_grocery+gourmet-food_8_5	pr02	Much less sweeter than the traditional Kitkat.	Mnogo manje slatka od uobičajene čokolade KitKat.
review_grocery+gourmet-food_8_5	pr02	Small size is perfect to satisfy the chocolate craving w/o the guilt.	Malo pakiranje savršeno je da zadovolji želju za čokoladom bez izazivanja krivnje.
review_grocery+gourmet-food_8_5	pr02	Was in LA last week and picked up a bag on a whim at the Japanese store in Little Tokyo.	Prošli tjedan bila sam u Los Angelesu i usput kupila jednu vrećicu u japanskom dućanu u Malom Tokiju.
review_grocery+gourmet-food_8_5	pr02	Now, back in WI and regretting not picking up a handful more.	Sad kad sam se vratila u Wisconsin, žalim što ih nisam kupila više.
review_grocery+gourmet-food_8_5	pr02	Not only were these Kitkats delicious, the bags were only $5 each!	Ne samo da su ove čokoladice KitKat ukusne, nego su i vrećice bile samo po 5 dolara!
review_grocery+gourmet-food_9_5	pr02	These are my favorite candies ever!	﻿Ovo mi je najdraži slatkiš ikad!
review_grocery+gourmet-food_9_5	pr02	After hearing mixed opinions about these Kit Kats, I decided to try them.	Nakon što sam čuo različita mišljenja o ovoj čokoladi KitKat, odlučio sam je sam isprobati.
review_grocery+gourmet-food_9_5	pr02	They are excellent, and I do not regret purchasing them at all.	Odlična je i nimalo ne žalim što sam je kupio.
review_grocery+gourmet-food_9_5	pr02	They taste like matcha with a bit of a vanilla and milky flavor as well.	Ima okus kao matcha čaj s malo vanilije i mlijeka.
review_grocery+gourmet-food_9_5	pr02	They are not too sweet or too plain.	Nije preslatka niti joj nedostaje arome.
review_grocery+gourmet-food_9_5	pr02	These are the best Kit Kats I've ever had, and I would recommend them to anyone who likes matcha-flavored candies or anyone wanting to try an unusual kind of Kit Kat.	Ovo je najbolja čokolada KitKat koji sam probao i preporučio bih je svakom tko voli slatkiše s okusom matcha čaja i svakom tko želi kušati neobičnu vrstu KitKata.
review_health+care_110_1	pr03	Boo! Dead batteries!	﻿Buu! Prazne baterije!
review_health+care_110_1	pr03	I just gave up and threw out these batteries, after only a couple of months.	Samo sam odustao i bacio baterije nakon samo nekoliko mjeseci.
review_health+care_110_1	pr03	I had them in rotation (with two other sets of rechargeables-- Duracell and Sanyo) in my digital camera.	Izmjenjivao sam ih s drugim baterijama (s još dva kompleta punjivih baterija Duracell i Sanyo) u svojoj digitalnoj kameri.
review_health+care_110_1	pr03	In the beginning, they were fine and comparable to the other brands.	U početku su bile u redu i usporedive s drugim markama.
