abcnews.306755	st01	Warren plans to take a 'hard look' at running for president	Warren planira ozbiljno razmisliti o kandidaturi za predsjednicu
review_cell-phones+accessories_28_4	st20	When it is charging the phone, the car radio gets LOTS of static.	Kad puni mobitel radio u autu prima DOSTA smetnje.
review_cell-phones+accessories_28_4	st20	Not so much that I have to stop charging but like when you are near power lines and the radio station is far away.So, no RF shielding.I gave it 4 stars because it works fine for me, but if you listen to the radio, you might consider it is more like 2 or 3 stars.	Ne toliko da bih isključio s punjenja nego ono kad si blizu dalekovoda, a radio postaja je daleko.Dakle, nema zaštite za RF. Dao sam 4 zvjezdice jer mi dobro funkcionira, ali ako slušate radio možda biste mogli smatrati da je bliže 2 ili 3 zvjezdice.
review_cell-phones+accessories_40_4	st01	Dual USB Port Car Charger	USB auto punjač s dva ulaza
review_cell-phones+accessories_40_4	st01	Purchased product about many a month ago.	Kupio proizvod davnih dana.
review_cell-phones+accessories_40_4	st01	Pros: Loved it work just fine!!	Za: Svidio mi se skroz dobro radi!!
review_cell-phones+accessories_40_4	st01	Cool Blue light feature when you plug it into the lighter!!	Fora plava svjetlost kada ga uključiš.
review_cell-phones+accessories_40_4	st01	Can plug in two things at one time....Con: Top clear piece came off easily overtime (I just put clear tape around the top) TOTAL: PROS:95% CONS:5%	Može se uključiti u dvije stvari odjednom...Protiv: Prozirni dio na vrhu se s vremenom lako otkinuo (ja sam samo stavio prozirnu vrpcu oko vrha) UKUPNO: ZA:95% PROTIV:5%
review_cell-phones+accessories_4_4	st10	Cute!	Fora!
review_cell-phones+accessories_4_4	st10	Item arrived in great time and was in perfect condition.	Pošiljka je stigla baš na vrijeme i bez greške.
review_cell-phones+accessories_4_4	st10	However, I ordered these buttons because they were a great deal and included a FREE screen protector.	Međutim, ove sam tipke naručila jer su bile baš super stvar i zato što se uz njih dobije BESPLATNA zaštita za zaslon.
review_cell-phones+accessories_4_4	st10	I never received one.	Nikada ju nisam dobila.
review_cell-phones+accessories_4_4	st10	Though its not a big deal, it would've been nice to get it since they claim it comes with one.	Nije sad to neki big deal, no bilo bi lijepo da ju dobijem kad već piše da dolazi u paketu. 
review_cell-phones+accessories_47_1	st03	Be careful	Budite oprezni
review_cell-phones+accessories_47_1	st03	I bought 2 of this and tried to test first ... after few minutes of charging, it felt hot.	Kupio sam dva primjerka i pokušao isprobati jedan od njih... Nakon nekoliko minuta punjenja, bio je vruć na dodir.
review_cell-phones+accessories_47_1	st03	Pulled it out and the product smelled burnt.	Izvukao sam ga iz struje i proizvod je mirisao kao da je izgorio.
review_cell-phones+accessories_47_1	st03	Tried the other one too and same thing.	Pokušao sam i s drugim, ista stvar.
review_cell-phones+accessories_47_1	st03	Be careful... this one could be fire hazard or could potentially destroy the electrical system	Budite oprezni... Ovo bi moglo biti lako zapaljivo ili potencijalno uništiti električni sustav.
review_cell-phones+accessories_57_5	st04	Perfect!	Savršeno!
review_cell-phones+accessories_57_5	st04	I was worried about this order because the picture on the description page kept changing to a less-desireable green/orange cover.	Brinula sam se zbog ove narudžbe jer se slika na opisnoj stranici promijenila u manje poželjnu zeleno-narančastu maskicu.
review_cell-phones+accessories_57_5	st04	But alas, it came a day earlier than expected, and the beautiful pink product expected!	Ali srećom došla je dan ranije od predviđenog i u ružičastoj boji kao što sam očekivala.
review_cell-phones+accessories_57_5	st04	The "rubberized" cover feels a little greasy (like it was armor-all'd), but the design is gorgeous and a little 3D looking!	Na dodir se "gumeni" dio čini malo mastan (kao da je premazan armor-allom), ali dizajn je predivan i izgleda pomalo kao 3D.
review_cell-phones+accessories_64_2	st05	Loved it at first	Isprva mi se svidjela
review_cell-phones+accessories_64_2	st05	I loved the case when I first received it but shortly after, the case started to peel off at first i did not know what it was until i looked on the back of the case and it was missing spots.	Svidjela mi se maskica kad sam je tek dobio, no ubrzo nakon toga počela se ljuštiti, isprva nisam znao o čemu je riječ dok nisam pogledao stražnji dio maskice te su pojedini dijelovi nedostajai.
review_cell-phones+accessories_64_2	st05	Guess sometimes a good deal is not really a good deal.would not purchase.	Izgleda da ponekad dobra ponuda i nije toliko dobra. Ne bih je više kupio. 
review_grocery+gourmet-food_11_5	st06	Amazing!	Fantastično!
review_grocery+gourmet-food_11_5	st06	I ordered these in Summer so they of course arrived melted, a trip the freezer made them awesome again though.	Naručio/la sam ih po ljetu tako da su, logično, stigle otopljenje, ali čim su stavljene u zamrzivač opet su postale sjajne.
review_grocery+gourmet-food_11_5	st06	Just order them in cooler times of the year and you should get them in good condition.I love these so much more than the regular chocolate Kit-Kat bars.	Upravo sam ih ponovo naručio/la sad kad je hladnije vrijeme i trebao/la bih ih dobiti u dobrom stanju. Ove su mi toliko draže od običnih Kit-Kat čokoladica.
review_grocery+gourmet-food_11_5	st06	I hope some day to see them on store shelves in the US some day.	Nadam se da će ih jednog dana staviti na police trgovina u SAD-u.
review_grocery+gourmet-food_13_5	st07	Thank goodness they are expensive	Hvala nebesima da su skupi
review_grocery+gourmet-food_13_5	st07	Yes - this is one of the most expensive candies around, because it only comes imported.	Da - ovo su jedni od najskupljih slatkiša zato što se samo mogu uvesti.
review_grocery+gourmet-food_13_5	st07	But my goodness - are these ever good.	Ali, ajme meni - kako su dobri.
review_grocery+gourmet-food_13_5	st07	The KitKat folks could really clean up if they started selling these in the US.	Ljudi koji rade za Kit Kat stvarno bi mogli zaraditi da ih počnu prodavati u SAD-u.
review_grocery+gourmet-food_13_5	st07	Once you try them you can't wait for more.	Jednom kad ih probate, ne možete dočekati još.
review_grocery+gourmet-food_13_5	st07	So yummy and delivered quickly and fresh.	Vrlo ukusni i dostavljeni brzo i svježi.
review_grocery+gourmet-food_147_2	st08	Cinnamon Licorice powder	﻿Cinnamon Licorice Powder (Cimet sladić u prahu)
review_grocery+gourmet-food_147_2	st08	this stuff is a poor example of an authentic 5-spice powder which I paid $1.5 for 4oz locally, despite the fact that other Dynasty products are useful such as their Satay sauce.	Ovo je loš primjer autentičnog praha od 5 začina koji sam lokalno platio/la 1,5$ za 4 unca, unatoč činjenici da su drugi Dynasty proizvodi korisni, kao primjerice njihov Satay umak. 
review_grocery+gourmet-food_147_2	st08	I live walking distance to Flushing Queens, and have a good idea what it's supposed to taste like from authentic Asian cooking sold nearby.	Živim nedaleko Flushing Queensa i upoznat/a sam s time kakav bi trebao biti okus autentičnog azijskog kuhanja. 
review_grocery+gourmet-food_147_2	st08	If you want to go cheap off Amazon, you are better off withFrontier Five Spice Powder, 1.92-Ounce Bottle.	Ako želite proći jeftino s Amazonom, najbolje vam je odabrati Frontier Five Spice Powder, bocu od 1,92 unci. 
review_grocery+gourmet-food_147_2	st08	BTW "star anise" or "aniseed" is already a licorice flavor, so to add even more licorice to this bottle was foolish.	Usput, „zvjezdani anis” ili „anis” već ima okus sladića, pa je dodavanje još više sladića bilo nepotrebno.
review_grocery+gourmet-food_16_4	st09	Not enough Matcha tea flavor for me ... (=_=)	Matcha čaj se ne osjeća dovoljno po mom ukusu... (=_=)
review_grocery+gourmet-food_16_4	st09	I tried this for the first time today and it is delicious but I don't quite taste the Matcha flavor as you would in like say a Green Tea ice cream.	Probala sam ovo prvi put danas i jako je fino, ali ne osjeća se baš okus matche kao što bi se osjetio u npr. sladoledu od zelenog čaja.
review_grocery+gourmet-food_16_4	st09	To me it tasted like white chocolate with a grainy texture which I'm guessing is the Matcha tea powder.	Meni je imalo okus po bijeloj čokoladi, ali sa zrnastom teksturom, a to pretpostavljam da je prah matcha čaja.
review_grocery+gourmet-food_16_4	st09	I think my favorite KitKat flavor mix is the Mocha.	Mislim da je moja najdraža kombinacija okusa KitKata Mocha.
review_grocery+gourmet-food_167_2	st10	Painful cramps with this......	Bolni grčevi s ......
review_grocery+gourmet-food_167_2	st10	Mother and I started drinking this back in the 1980's.	Majka i ja smo počele piti ovaj čaj još u davnim 80-im.
review_grocery+gourmet-food_167_2	st10	I stopped because it was causing me too much pain, slightly worse than menstrual cramps.	Prestala sam jer je uzrokovao još veći bolove, i to gore od menstrualnih bolova.
review_grocery+gourmet-food_167_2	st10	The herbs in this tea are strong.	Bilje u ovom čaju je snažno.
review_grocery+gourmet-food_167_2	st10	I think I read somewhere where the Senna in this stimulates the bowels to contract.	Mislim da sam negdje pročitala da sena potiče grčenje crijeva.
review_grocery+gourmet-food_167_2	st10	This isn't really a weight loss product but more a laxative.	Ovo nije zapravo čaj za mršavljenje, već prije laksativ.
review_grocery+gourmet-food_175_2	st11	Flavorless and not that strong	Bezukusno, a nije ni toliko jak
review_grocery+gourmet-food_175_2	st11	This brand of tea felt stronger in the past.	Ovaj čaj je prije bio jači.
review_grocery+gourmet-food_175_2	st11	Now it feels more ordinary.Relative to other teas I have consumed, this one has no flavor whatsoever.	Sad je blažeg okusa. U usporedbi s drugim čajevima koje sam probao, ovaj nema baš nikakvog okusa.
review_grocery+gourmet-food_175_2	st11	It is not even Organic, but that's okay as it was never advertised as such.I will not be buying it again.	Čak ni nije BIO, ali to je u redu jer se ni ne reklamira tako. Neću ga više kupovati.
review_grocery+gourmet-food_18_5	st12	Great flavor	Sjajan okus
review_grocery+gourmet-food_18_5	st12	I've purchased different curries in the grocery store and was never completely happy with the flavor.	Više sam puta u trgovini kupila različite vrste curryja i nikad nisam bila sasvim zadovoljna s okusom.
review_grocery+gourmet-food_18_5	st12	I read a recipe that recommended this brand and after using it I can see why they recommend this specific brand.	Pročitala sam recept u kojem je bila preporučena curry pasta ovog proizvođača i nakon što sam ju isprobala shvaćam zašto je recept preporučio baš nju.
review_grocery+gourmet-food_18_5	st12	Great flavor - I purchased all 3 - Green, Red, and Yellow curry paste and have enjoyed all 3 types.	Sjajan okus – kupila sam sve 3 – zelenu, crvenu i žutu curry pastu i svidjele su mi se sve tri vrste.
review_grocery+gourmet-food_20_4	st13	Tastes great!	Vrlo ukusno!
review_grocery+gourmet-food_20_4	st13	I started a new diet restricting all added sugars.	Na novom sam načinu prehrane koji ograničava sve dodane šećere.
review_grocery+gourmet-food_20_4	st13	This was one of the only brands I could find that didn't have sugar added into the ingredients.	Ovo je jedna od rijetkih robnih marki koje sam pronašao, a da u sastojcima ne sadrži šećer.
review_grocery+gourmet-food_20_4	st13	And it tastes great to boot!	Osim toga, jako je ukusno!
review_grocery+gourmet-food_20_4	st13	I'm not sure I could finish this whole tub before it goes off though.	No nisam siguran hoću li moći potrošiti cijelo pakiranje prije nego što se pokvari.
review_grocery+gourmet-food_20_4	st13	How long does it last?	Koliko dugo može stajati?
review_grocery+gourmet-food_340_1	st14	So this is what French coffee tastes like???  Don't believe it!!!	﻿Dakle ovakav je okus francuske kave??? Ne mogu vjerovati!!!
review_grocery+gourmet-food_340_1	st14	Perhaps the best coffee is in the US if this is any example.	Možda je onda američka kava najbolja, ako je suditi prema ovome.
review_grocery+gourmet-food_340_1	st14	Not really fond of chickory but felt it was worth the try.	Cikorija mi baš i nije draga ali mislila sam da vrijedi probati.
review_grocery+gourmet-food_340_1	st14	Doesn't taste like coffee to me - but maybe should be called something else - something weak and not flavorful.	Nema mi okus po kavi - možda bi se trebala zvati nekako drugačije - prema nečemu slabom i bezukusnom.
review_grocery+gourmet-food_355_1	st15	taste is awful	﻿okus je užasan
review_grocery+gourmet-food_355_1	st15	When I was incarcerated in a Mexican prison, this was the only drink in the joint.	Kada sam služio kaznu u meksičkom zatvoru, ovo je bilo jedino piće tamo dostupno.
review_grocery+gourmet-food_355_1	st15	We had to fix it with goat's milk and heat it over an open flame in the yard.	Morali smo okus popravljati kozjim mlijekom i grijati ga na otvorenoj vatri u dvorištu.
review_grocery+gourmet-food_355_1	st15	The taste is awful.	Okus je užasan.
review_grocery+gourmet-food_355_1	st15	It's not pleasing like the thick, hot Chocolate found in Madrid.	Nije ukusan kao gusta, vruća čokolada iz Madrida.
review_grocery+gourmet-food_356_1	st16	taste is awful	﻿Okus je užasan.
review_grocery+gourmet-food_356_1	st16	When I was incarcerated in a Mexican prison, this was the only drink in the joint.	Kada sam bio u meksičkom zatvoru, ovo je bilo jedino piće u buksi. 
review_grocery+gourmet-food_356_1	st16	We had to fix it with goat's milk and heat it over an open flame in the yard.	Morali smo ga spremati s kozjim mlijekom i grijati iznad otvorene vatre u dvorištu. 
